ano;codigo_unidade_orcamentaria;nome_unidade_orcamentaria;codigo_unidade_executora;funcional_programatica;codigo_elemento_despesa;descricao_elemento_despesa;codigo_item_despesa;descricao_item_despesa;codigo_fonte_recurso;descricao_fonte_recurso;numero_empenho;data_empenho;razao_social_credor;cnpj_cpf_credor;data_liquidacao;liquidacao_sequencial;valor_despesa_liquidada;numero_op;data_registro;data_pagamento;valor_pago_financeiro;quebra_sim_nao;justificativa;observacao_script
2026;1071;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS;1070001;04.122.049.4354.0001;30;MATERIAL DE CONSUMO;27;COMBUSTIVEIS E LUBRIFICANTES P/ EQUIP. E OUTROS MAT.  PERMANENTES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;227;28/01/2026;GASMAX DISTRIBUICAO COMERCIO E SERVICOS LTDA -EPP;71.398.697/0001-49;30/01/2026;1;803,63;863;06/03/2026;09/03/2026;803,63;;;
2026;1071;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS;1070001;04.122.049.4354.0001;30;MATERIAL DE CONSUMO;27;COMBUSTIVEIS E LUBRIFICANTES P/ EQUIP. E OUTROS MAT.  PERMANENTES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;227;28/01/2026;GASMAX DISTRIBUICAO COMERCIO E SERVICOS LTDA -EPP;71.398.697/0001-49;25/02/2026;2;587,45;1070;13/03/2026;16/03/2026;587,45;;;
2026;1071;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS;1070001;04.122.049.4354.0001;30;MATERIAL DE CONSUMO;27;COMBUSTIVEIS E LUBRIFICANTES P/ EQUIP. E OUTROS MAT.  PERMANENTES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;227;28/01/2026;GASMAX DISTRIBUICAO COMERCIO E SERVICOS LTDA -EPP;71.398.697/0001-49;25/03/2026;3;469,96;1560;14/04/2026;16/04/2026;469,96;;;
2026;1071;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS;1070001;04.122.049.4354.0001;30;MATERIAL DE CONSUMO;27;COMBUSTIVEIS E LUBRIFICANTES P/ EQUIP. E OUTROS MAT.  PERMANENTES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;227;28/01/2026;GASMAX DISTRIBUICAO COMERCIO E SERVICOS LTDA -EPP;71.398.697/0001-49;23/04/2026;4;469,96;2064;12/05/2026;14/05/2026;469,96;;;
2026;1071;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS;1070001;04.122.049.4354.0001;30;MATERIAL DE CONSUMO;8;PRODUTOS ALIMENTICIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;1033;26/03/2026;COMERCIAL SO PIMENTA LTDA -ME;13.203.130/0001-73;22/04/2026;1;5160,38;1887;28/04/2026;04/05/2026;5160,38;;;
2026;1071;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS;1070001;04.122.049.4354.0001;30;MATERIAL DE CONSUMO;8;PRODUTOS ALIMENTICIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;1034;26/03/2026;GUIMARAES COSTA PRODUTO ALIMENTICIO LTDA;09.049.992/0001-16;10/04/2026;1;5792,24;1742;17/04/2026;22/04/2026;5722,73;;;
2026;1071;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS;1070001;04.122.049.4354.0001;30;MATERIAL DE CONSUMO;8;PRODUTOS ALIMENTICIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;1035;26/03/2026;SACOLAO CENTER SETELAGOANO LTDA -EPP;66.336.322/0001-14;22/04/2026;1;1887,97;1886;28/04/2026;04/05/2026;1887,97;;;
2026;1071;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS;1070001;04.122.049.4354.0001;30;MATERIAL DE CONSUMO;8;PRODUTOS ALIMENTICIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;1035;26/03/2026;SACOLAO CENTER SETELAGOANO LTDA -EPP;66.336.322/0001-14;23/04/2026;2;7003,23;1888;28/04/2026;04/05/2026;7003,23;;;
2026;1071;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS;1070001;04.122.049.4354.0001;30;MATERIAL DE CONSUMO;8;PRODUTOS ALIMENTICIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;1035;26/03/2026;SACOLAO CENTER SETELAGOANO LTDA -EPP;66.336.322/0001-14;23/04/2026;3;2159,3;2059;12/05/2026;14/05/2026;2159,3;;;
2026;1071;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS;1070001;04.122.049.4354.0001;30;MATERIAL DE CONSUMO;8;PRODUTOS ALIMENTICIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;1035;26/03/2026;SACOLAO CENTER SETELAGOANO LTDA -EPP;66.336.322/0001-14;06/05/2026;4;522,41;2186;18/05/2026;20/05/2026;522,41;;;
2026;1071;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS;1070001;04.122.049.4354.0001;30;MATERIAL DE CONSUMO;8;PRODUTOS ALIMENTICIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;1043;26/03/2026;DORAMEL LTDA;17.932.562/0001-76;15/04/2026;1;528,3;1741;17/04/2026;20/04/2026;528,3;;;
2026;1071;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS;1070001;04.122.049.4354.0001;30;MATERIAL DE CONSUMO;8;PRODUTOS ALIMENTICIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;117;27/01/2026;HIPER TRIGO DISTRIBUIDORA IMPORTADORA E REPRESENTACAO LTDA;40.964.083/0001-53;11/02/2026;1;1192,04;938;09/03/2026;10/03/2026;1177,74;;;
2026;1071;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS;1070001;04.122.049.4354.0001;30;MATERIAL DE CONSUMO;8;PRODUTOS ALIMENTICIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;117;27/01/2026;HIPER TRIGO DISTRIBUIDORA IMPORTADORA E REPRESENTACAO LTDA;40.964.083/0001-53;23/03/2026;2;4185,36;1550;13/04/2026;15/04/2026;4135,14;;;
2026;1071;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS;1070001;04.122.049.4354.0001;30;MATERIAL DE CONSUMO;8;PRODUTOS ALIMENTICIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;1192;10/04/2026;BF DOS SANTOS RESTAURANTE LTDA;15.165.937/0001-94;27/04/2026;1;967,0;2072;12/05/2026;14/05/2026;967,0;;;
2026;1071;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS;1070001;04.122.049.4354.0001;30;MATERIAL DE CONSUMO;8;PRODUTOS ALIMENTICIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;228;28/01/2026;SACOLAO CENTER SETELAGOANO LTDA -EPP;66.336.322/0001-14;05/02/2026;1;12215,21;898;06/03/2026;10/03/2026;12215,21;;;
2026;1071;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS;1070001;04.122.049.4354.0001;30;MATERIAL DE CONSUMO;8;PRODUTOS ALIMENTICIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;239;29/01/2026;SACOLAO CENTER SETELAGOANO LTDA -EPP;66.336.322/0001-14;12/02/2026;1;5107,8;941;09/03/2026;10/03/2026;5107,8;;;
2026;1071;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS;1070001;04.122.049.4354.0001;30;MATERIAL DE CONSUMO;8;PRODUTOS ALIMENTICIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;239;29/01/2026;SACOLAO CENTER SETELAGOANO LTDA -EPP;66.336.322/0001-14;12/03/2026;2;2665,99;1412;06/04/2026;08/04/2026;2665,99;;;
2026;1071;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS;1070001;04.122.049.4354.0001;30;MATERIAL DE CONSUMO;8;PRODUTOS ALIMENTICIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;239;29/01/2026;SACOLAO CENTER SETELAGOANO LTDA -EPP;66.336.322/0001-14;23/03/2026;3;270,98;1553;14/04/2026;15/04/2026;270,98;;;
2026;1071;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS;1070001;04.122.049.4354.0001;30;MATERIAL DE CONSUMO;8;PRODUTOS ALIMENTICIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;239;29/01/2026;SACOLAO CENTER SETELAGOANO LTDA -EPP;66.336.322/0001-14;22/04/2026;4;2107,41;1885;28/04/2026;04/05/2026;2107,41;;;
2026;1071;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS;1070001;04.122.049.4354.0001;30;MATERIAL DE CONSUMO;8;PRODUTOS ALIMENTICIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;240;29/01/2026;DISTRIBUIDORA DE AGUAS MINERAIS BH LTDA -EPP;00.201.182/0001-69;02/02/2026;1;1360,0;890;06/03/2026;09/03/2026;1360,0;;;
2026;1071;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS;1070001;04.122.049.4354.0001;30;MATERIAL DE CONSUMO;8;PRODUTOS ALIMENTICIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;240;29/01/2026;DISTRIBUIDORA DE AGUAS MINERAIS BH LTDA -EPP;00.201.182/0001-69;05/02/2026;2;680,0;911;09/03/2026;10/03/2026;680,0;;;
